,Question,A,B,C,D,Answer,Subject
500,"Mguli wafikisha hatua ya utofauti wa shirikisho dhidi ya muguzi, akidai kukiuka mkataba. Muguzi wajibu malalamiko gago na wajumuilsha here uhehezi tofauti madai khwamba mguli wareha na kungamiza dai sawa ra mkataba dhidi ya muguzi tofauti miaka mihahu iriyokira, na khwamba historia ii yawakilisha muundo wa kuvugula kesi zisizo na maana. Mguli anaamini kukala kesi ya kapindi yakala tofauti kamare na ya saa ii na khwa vizho khaina maana. Je, ni jibu hiro bora ra mguli khwa jibu ra muguzi?","Ndika jibu rijumuisharo kukahazwa uhehezi tofauti.
",Hoja kwa vikwazo dhidi ya muguzi khwa kudai uhehezi usio na maana.,"Hoja ya kurekebisha malalamiko ili kungeza madai kuhusu tofauti kahi ya kesi zizo.
",Hoja ili kugonga urinzi tofauti here si muhimu.,D,professional_law
44,"Athari ya ""msongamano-nze"" inauyira hiyo kahi ya zithuirizazo?","Viwango zha tsini zha riba vihenzekanazho na kukopa ili kutekeleza sera ya upanuzi wa fedha
",Viwango zha dzulu zha riba vimbolanazho na kukopa ili kutekeleza sera ya uhunguzi wa fedha,Viwango zha dzulu zha riba vimbolanazho na kukopa ili kuadhimisha sera ya upanuzi wa fedha,Viwango zha dzulu zha riba kumbolana na ukopi ili kuadhimisha sera ya fedha ya msukono,C,high_school_macroeconomics
807,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Namhudumia mteja hamburger yakhwe na vipandikizi zha khombe na ketchup mbiri. Tukio ra 2 | Nangeza chaki khwenye sandwich ya mteja.
","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",A,moral_scenarios
1129,"Sheria ya shirikisho inahenda  kukala uhalifu khwa mtu yoyosi ""khwa kumanya"" kuhumira, kuhamisha, kupata, kubadhilisha, au kumiliki stampu za chakurya khwa ngira yoyosi ambayo kaidzaidhinishwa ni sheria au kanuni za shirikisho. Mmiliki wa mgahawa wagula stampu za chakurya kumbola khwa wakala wa serikali ariyefitswa mara kadhaa khwa bei iriyo tsini ya thamaniye. Kahiza kesi iyo, hakimu wakahala kushtaki mahakama khwamba riro rinakala kosa mahususi ra kukusudhia ririromala uthibitisho khwamba mshtakiwa wamanya khwamba wakala akihenda kinyume cha sheria. Serikali yahimiza khwamba khakuna anaalume enye akili, au ""akili yenye nia mbii"" inapaswa kuthibitishwa. Mahakama yaambira thu jury khwamba ""khwa kumanya"" ina maana khwamba Mshtakiwa wamanya arichokala akihenda, na khahendere khwa ujinga, makosa, au ajali. Mmiliki wangizwa hatiani na kutosa rufaa. Je, mahakama ga rufaa ga shirikisho nikhwenda ikaamua noni kuhusu tafsiri ya mahakama ya tsini kuhusu dhamira ya jinai imalikanayo tsini ya sheria iyo?
","Sheria nyingine zidzandhikhwa bila kumala kudhibitisha sheria yoyosi ya anaalume, na sheria ii inaonekana kukala mhwenga yaho, na kuhenda  malagizo ga korti kukala sawa.","Ambaho gosi gapatikanago kuhusu dhamira ni mahumizi ga neno ""khwa kumanya"", upande wa mashthaka lazima angalau uthibitishe kukala mshtakiwa wamanya mwenendowe kukala khaudzaidhinishwa ni sheria au kanuni.",Uu ni uhalifu mkali wa dhima ambao khaumala uthibitisho wa ujuzi wa uhalifu au nia mahususi ya uhalifu.,Upande wa mashthaka lazima uthibitishe khwamba mshtakiwa wakala na ujuzi maalum wa masharti sahihi ga sheria ya chakurya cha shirikisho na vihendo maalum ambazho zhapighwa marufuku.,B,professional_law
668,"Mwanamulume mmhwenga wakala akihojiwa here mshukiwa wa malagi ga mhoho. Haho kapindi polisi mampa orodha iriyondhikhwa ya hakize za Miranda. Mamwambira ashome orodha iyo khwa sauthi, na akihenda. Kisha makimuuza kala anaelewa haki ya kunyamala na kukala na wakili na wakubali khwa kitswa. Wakahala kusaini maandhishi gago lakini khavoyere wakili. Wakathi wa saa tahu zirizothua mamhoji na kupata majibu machache; khwa kiasi kibomu wanyamala lakini wakathi fulani wajibu khwa ""hapana"" au ""ndizho"" au kuthukusa kitswa. Kisha mmhwenga wa apelelezi wamuza ikikala a thayari kumuvoya Mulungu msamaha khwa kumulaga mhoho. Matsoge gambola matsozi na kunena ""ndozho."" Riri ravugula maswali zaidhi garigohenda kukubali hatia. Khangengizire saini hati ya kukiri khwa maandhishi au kuuswa khwa haki ya kunyamala. Waghwirwa khwa malagi na akitsamira kukandamiza ungamo. Je, mahakama indazulia ungamo uo kukala wambozwa bila hiari?
","Ha-an-ha, mazingira gananyesha kukala waelewa kukala angedimadze kuricha kuhoji na kupata wakili lakini khahendere vizho.","Ha-an-ha, wakathi wowosi orodha iriyondhikhwa ya maonyo ya Miranda imbozwaho khwa mshukiwa na khavoya wakili, uu ni uthibitisho khwamba mshukiwa anaelewa hakize kikamilifu.","Ndozho, ungamo lazima uzuliwe khwa sababu wahojiwa khwa zaidhi ya saa tahu, na kuhenda  rorosi arirorinena kimsingi kukala bila hiari.","Ndozho, mahumizi ga kukenga ga kidini ili kumhenda  mshukiwa akubali uhalifu nikuhenda ungamo kukala bila hiari.
",A,professional_law
318,"Mkurima ana munda m'bomu ambao unaaruhusu asenae kuinza wakathi wa msimu wa uinzi Khware. Khaapa asenae malagizo gogosi kuhusu usalama wa bundhuki. Jirani amilikiye mali iriyo hehi na munda uo anamanya jinsi asena mahumirazho mali iyo wakathi wa msimu wa uinzi. Siku mhwenga wakathi wa msimu wa uinzi, bila mkurima kumanya wala ruhusa, jirani wahala  ngira ya mkato kuvuka munda ili kumtsemberera mtu arimumanya. Jirani iye wajeruhiwa khwa risasi iriyopighwa ni mmhwenga wa asena a mkurima iye ambaye wakala akimpiga Khware na bila kumanya washindwa kumuona jirani iye. Sheria za kapindi za dhima ya amiliki a ardhi na akaazi nikuhumika. Kahiza hatua ya jirani dhidi ya mkurima kuokola majeraha, je, jirani iye andakala na uwezekano wa kushinda?","Ha-an-ha, khwa sababu mkurima khawajibika khwa mwenendo wa asenae.
","Ha-an-ha, khwa sababu jirani wakala akivuka mihaka.","Eeeh, khwa sababu msena asiyejali waruhusiwa kuinza bila mafundisho ga usalama.","Ndozho, khwa sababu mahumizi ga bundhuki ni shughuli hathari isiyo ya kawaidha.",B,professional_law
1299,"Vivi madzuzi serikali yakiza sheria ikahazayo uguzi wa katriji za wino za kichapishi cha kompyuta khwenye mifuko ya plastiki. Khwa mujibu wa sheria mbisha, katuni zosi za wino ndani ya jimbo lazima ziguzwe kahiza katoni za karathasi ambazo zinadima kuhumika kaheri. Kabla ya kukizwa khwa sheria iyo, takriban 28% ya katriji zosi za wino zihumirwazo kahiza jimbo riro zaikhwa khwenye mifuko ya plastiki. Kahi ya jumla iyo, 75% ya katuni za wino zaikhwa nze ya jimbo, wakathi 25% zaikhwa ni kampuni za serikali. Bunge rakiza mswada uo khwa msukumo m'bomu wa tasnia ya karathasi. Yakadiriwa kukala kampuni mhwenga hakeye ya karathasi yahumira zaidhi ya $5,000,000 kahiza kampeniye ya kushawishi kukizwa khwa mswada uo. Utu ra kushangaza ni khwamba, sheria iyo mbisha hatha yapata uunghwaji mkono m'bomu kumbola khwa atu mazingira ambao mamuamini khwamba karathasi idimayo kuhumika kaheri ingesaidhia kuzulia kutsuha takataka. Halira kukala Mahakama Kulu ya jimbo inahukumu sheria kukala kinyume na katiba khwa misingi khwamba inakiuka vifungu zha mikataba zha Katiba ya shirikisho na serikali. Kifungu cha mikataba cha Katiba ya jimbo ni sawa na iryahu iriyo kahiza Katiba ya shirikisho. Mahakama yaghwirira vizho khwa sababu, kahiza uamuziwe, sheria iyo inadhoofisha uwezo wa vifungasho zha mifuko ya plastiki kuheshimu kandharasi zao zirizoho za uguzi wa katriji za wino zirizoikhwa khwenye mifuko ya plastiki. Mwanasheria mkulu wa serikali saa ii anamala makiriro kaheri ga uamuzi uu kahiza Mahakama Kulu ya U. Je! Mahakama ya Dzulu Zaidhi ya Marekani inapaswa kumboza uamuzi hio kuhusu kesi ii?
",Kahala kukagua kesi ii khwa kuzingathira manufaa khwa sababu kuna hali ya kuthosha na huru ya uamuzi uriombozwa haha tsini.,Badhilisha uamuzi kuhusu manufaa kuhusiana na suala ra katiba ya jimbo khwa sababu umiliki wa katiba ya shirikisho wambozwa haha tsini unahenda  uamuzi here uo wa kikatiba wa serikali kukala wa lazima.,Thibitisha uamuzi kuhusu manufaa kuhusiana na suala ra katiba ya shirikisho na udziepushe na kukirira usha suala ra katiba ya jimbo.,Thibitisha uamuzi kuhusu manufaa gahusianago na masuala ga kikatiba ya shirikisho na jimbo khwa sababu katiba ya jimbo lazima iambatane khwa kiasi kibomu na katiba ya shirikisho kuhusu suala riri.,A,professional_law
88,Triad khwenye tairi ra rangi inadima kuelezerwa here,rangi tahu zihalanazo,rangi tahu zirizoikhwa khwa usawa,rangi tahu za thamani sawa,seti ya ziada,B,miscellaneous
231,Mviringo ufafanulwao ni x^3 + xy - y^2 = 10 una mstari wa tanjiti wima wakathi x =,0 or –1/3,1.037,2.074,2.096,C,high_school_mathematics
421,"Kulingana na Abraham Maslow, mahitaji ga heshima lazima angalau gathimizwe kwa sehemu kabla ya mtu kuhamasishwa kukidhi.",mahitaji ga mali,mahitaji ga kisaikolojia,mahitaji ga kudzitambua,mahitaji ga uhenzo,C,high_school_psychology
109,"Je, ni dhana hiyo iriyokala kabla ya wakathi wa Lyell na Darwin?","Dhunia ina miaka elfu chache, na idadi ya atu khaibadilika.","Dhunia ina miaka elfu chache, na idadi ya atu inabadhilika porepore.","Dhunia ina mamilioni ga miaka, na idadi ya atu inabadhilika haraka.","Dhunia ina mamilioni ga miaka, na idadi ya atu khaibadhilika.",A,high_school_biology
148,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Ninaika mkahe kahiza oveni khwa dakika 35. Tukio ra 2 | Naloa lawn ya jirani mara mhwenga khwa sababu waniriha khwa msimu mzima wa kiangazi arihokala khaho.
","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",C,moral_scenarios
132,"Khwa namba zosi halisi $r$ na $s$, fafanula oparesheni ya hesabu $\#$ ili hali zithurizazo zihumike: $r\ \#\ 0 = r, r\ \#\ s = s\ \#\ r $, na $(r + 1)\ \#\ s = (r\ \#\ s) + s + 1$. Thamani ya $11\ \#\ 5$ ni noni?",11,12,64,71,D,high_school_mathematics
87,"""Swali riri rinauyira uvoro uthuirizawo.
Kahiza kirere cha mamlaka gao, milki za khans, au athawala a Mongol, mahenda eneo bomu ambaro atu mariokala na uhadhui maishi hamhwenga khwa amani na karibu dini zosi zavumirirwa. . . . Kanuni ya sheria iriyotangazwa khwanza ni Chinggis Khan waamuru mungirirano wa binadamu. Matokeoge gakala hatua mbisha muhimu kahiza mawasiliano ga kimataifa. Kumbola Ulaya Mwambolero wa Dzua hadhi kusini mhwa Uchina, wahenda biashara na asafiri mangedima kuvuka maeneo genye polisi wa Kimongolia bila kuhofia maisha au mali zao. Eneo bomu ra eneo ra Amongolia ririrofinika au kuunganisha sehemu bomu ya Ulaya, Asia, na Mwambolero wa dzua wa Kahi rahumika here dhalaja kahi ya ustaarabu wa Kizio cha Mwambolero wa dzua. Misafara na balozi zirizovuka ntsi za Amongolia zasambaza chakurya, uvumbuzi, na maazo masha kumbola khwa kidimbwi kimhwenga kirichostaarabika hadhi khwa angine na kumbola khwenye madimbwi garigostaarabika hadhi khwa atu mahamao ambao mahumikira here asuluhishi. Ngira salama za biashara zitengezwazo khwa ajili ya ahendi a biashara mariofanikiwa na midzi thajiri iriyo na mataifa manji. Pia zadimisha kuenea khwa zhakurya [na] uvumbuzi. . . nguvu bomu ya maendherero ya kiutsumi na kijamii na uboreshi wa maisha ga kistaarabu.
-Robert Guisepi, 1992
Ni kauli hiyo khwa ukarakara zaidhi inalinganisha himaya ya Mongol (baada ya classical) na himaya ya Kiajemi (ya kapindi)?""
",Amongolia na Ajemi maruhusu atu marioshindwa kudumisha mila na tamaduni zao.,"Amongolia maikiza kahiza ujenzi wa makaburi mabomu, ambaho Ajemi mazigatira kazi za umma.","Ajemi na Amongolia maboresha hali ya kijamii, kiutsumi, na kisheria ya anaache.","Amongolia maunda mfumo musha wa imani ya syncretic, lakini Ajemi madumisha dini ya kitamaduni ya kuamini Mulungu mmhwenga.
",A,high_school_world_history
311,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Here mtaalamu, ninahenda  kazi na akongo anji ambao nikunieleza mambo ga kibinafsi kuhusu maisha gao, khwa vizho sipaswa kuambira familia zao chochosi nisikiracho. Tukio ra 2 | Namsukuma ndugu yangu wa kiche khwenye bembea khwenye bustani.","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",D,moral_scenarios
49,Kungeza zaidhi ya dai mhwenga kahiza pendekezo kunadima kukasababisha makosa gathuago?,"Swali komu

",Rufaa khwa ujinga,Pendekezo ra mtsanganyiko,Ngezeko,C,logical_fallacies
1335,"Mshtakiwa waonekana akimbola khwenye yadi ya Jirani akikala na bomba risha ra bustani ra Jirani $10. Jirani waiha polisi, ambao mamshthaki Mshtakiwa khwa kosa ra dhalaja ra hiri ra wivi wa mali khwa kumpa notisi ya kufika kahiza mahakama ga kaunti wiki mhwenga baadaye. Mshtakiwa wafika hatu na muda uriopangwa ni kumuvoya hakimu atsagule wakili wa kumwakilisha. Hakimu wampata Mshthakiwa khana uwezo. Hakimu",lazima atsagule Mshtakiwa wakili.,"lazima atsagule Mshtakiwa wakili ikikala Serikali baadaye inamshthaki Mshthakiwa khwa maelezo.
",si lazima kumtsagula Mshthakiwa kukala wakili ikikala hakimu ataeleza khwa maandishi khwamba Mshtakiwa khandakhwenda jela khwa zaidhi ya miezi mihandahu idzaho andapatikana na hatia.,si lazima kumtsagula Mshtakiwa kukala wakili ikikala hakimu andaeleza khwa maandishi khwamba Mshtakiwa khandakwenda jela hatha kidogo ikikala andapatikana na hatia.,D,professional_law
207,"""Swali riri rinauyira uvoro uthuirizawo.
Chanzo 1:
"""" Bunge kulu ra Venezuela, ambaro atu a Jamhuri ya Granada Mbisha madzaima khwa hiari yao.
Kuzingatira:
1. """"Iriyounganishwa kahiza Jamhuri mhwenga, majimbo ga Venezuela na Granada Mbisha gana idadi na ngira zosi za kudzinula hadhi dhalaja ra dzulu ra mamlaka na ustawi.
2. """"Iyo inajumulisha kahiza jamhuri tofauti, khwa uhusiano wowosi wenye nguvu zaidhi ambao aa madzaaunganisha, hadhi kanda na kuhala  faidha za faidha nyinji, khamangedimire kuunganisha na kuhenda  heshima ya uhuru wao.
3. """"Khwamba jeri zizi, zirizopenyezwa sana ni atu enye vipaji zha hali ya dzulu na uzalendo urioelimika, zilikala zidzasukuma serikali za jamhuri zosi mbiri kuthungananisha kahiza muungano ambao misukosuko ya viha yaamuru na kuamuru Sheria uthuirizayo ya msingi wa Jamhuri ya Kolombia:
MAKALA GA 1. Jamhuri za Venezuela na New Granada zadzaungana khwanzira siku ii mhwenga tsini ya dzina tukufu ra Jamhuri ya Kolombia….
MAKALA GA 4. Madaraka ga Uhendi wa Jamhuri gandakabidhiwa khwa Rais na ikimbolera kasoroye Makamu wa Rais na nafasiye indatsagulwa khwa muda na Kaimu Congress.""
Sheria ya Msingi ya Kuanzisha Gran Colombia, iriyokizwa ni Bunge ra Angostura ririroihishwa ni Simon Bolivar, 1819.
Chanzo 2:
"""" KHWA DZINA RA UTAKATIFU.
KITSWA 1 - Ya Himaya ya Brazili, Maeneoge, Serikali, nasaba, na Dini.
MAKALA GA. 1. EMPIRE ya Brazili ni chama cha kisiasa cha raia osi a Brazili. Aa manaunda taifa huru na ra kudziimirira, na khamandaunda muungano au shirikisho ringine rorosi, jambo ambaro rinadima kusababisha ringamize Uhuruwe.
MAKALA GA. 2. Eneore ridzagazhwa kahiza majimbo khwa namna ambayo khwa saa ii inadzipata; vivi vindima kugazhwa, here ihenzekanazho khwa manufaa ga serikali.
MAKALA GA. 3. Serikaliye ni Ufalme wa Kurithi, kikatiba, na Mwakilishi.
MAKALA GA. 4. Nasaba ithawalayo ni iryahu ya Ghwana Dom Pedro I, Mfalme ariyekelesi na Mrinzi wa kudumu wa Brazili.
MAKALA GA. 5. Dini ya Kikatholiki ya Kitume ya Kirumi indaedherera kukala dini ya Himaya. Afuasi a dini nyingine zosi manaruhusiwa kuabudu ndani ya kaya zao, au nyumba mahususi khwa nia iyo, mradi thu khakuna kitu kinyesacho ki khwenye nze ya Hekalu.""
Katiba ya Himaya ya Brazil, Machi 25, 1824
Ni hiyo kahi ya zithurizazo ambayo inadima kudhoofisha zaidhi matharajio garigonyeswa kahiza Makala ga 1 Chanzo cha 1?""
","Kungirira kahi khwa Marekani na mataifa ga Ulaya kahiza uhuru wa ntsi za Amerika ya Kusini
",Utaifa kahiza Amerika ya Kusini ukishinikiza umhwenga wenye nguvu kahi ya makoloni ga kapindi ga Uhispania ya Amerika Kusini,Aasi a ahumwa magazhao majimbo masha ga Amerika Kusini,Sectionalism ya ashomi kahiza maeneo kadhaa ga majimbo masha ga Amerika ya Kusini,D,high_school_world_history
153,"Ni khwa hali yani kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Navala barakhoa dhukani khwa sababu simalire kupata chochosi nirihokala nikigula bidhaa. Tukio ra 2 | Kahiza ya mtihani, navoya ruhusa ya kwenda chooni, kisha nichenda bafuni na kumpigira simu msenangu ili funene dzulu ya mtihani, kisha nauya kumarigiza mtihani.
","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",C,moral_scenarios
141,"Tathmini (c^2 ? b^2)^2 + a^2 kwa = 5, b = 3, na c = 2.",194,18,50,0,C,elementary_mathematics
84,"Je, ni hiyo kahi ya zithurizazo Si mhwengayaho ya aina 3 za vurugu zimanyikanazo ni baada ya ukoloni?
",Vurugu za nyenzo.,Vurugu khali.,Vurugu za muundo.,Vurugu iriyo enea.,D,security_studies
418,Vihokezi vihikazho mvuho na kukumanyisa kuhusu eneo ra mwiriwo angani vinapatikana hasa kahiza,cochlea ya sikiro,macula ya dzitso,"olfactory mucosa
",misuli na viungo zha mifupa,D,high_school_psychology
1181,"Dhereva wa lori wabadhilisha ngira khwa dharau khwenye barabara kulu bila kulola khawni ni wazi kuhenda  vizho. Khwa sababu iyo, gari ririrokala hehi na lori riro ralazimika kumbola khwenye barabara kulu na kugonga kikuta cha zege kanda ya barabara iyo. Dhereva wa gari riro wavunzika kigulu. Ambulance yafika na kumchimbiza hosipitali. Dakitari wa kuko wachunguza kigulu kirichovunzika na kuamuru kupigwa picha ya X- Dakitari washoma vii X- na kuika msoza uriovunzika vii. Kumbolana na uzembe wa dakitari, kigulu cha dhereva khakiholere kamare, na dhereva wabaki na ulemavu m'bomu wa mahumizi ga kiguluche. Ikikala dhereva wa gari nikureha hatua ya uzembe dhidi ya dhereva wa lori, matokeo ga kudimikika zaidhi ni","dhereva wa lori khadzawajibika khwa unongi wowosi, khwa sababu uzembe wa dakitari wajumulisha sababu ya dzulu ambayo yausa dhima ya dhereva wa lori.","dhereva wa lori andawajibika khwa madhara arigopata mlalamiki wakathi garire ririhoghwa, lakini si madhara ga ziada au kuimarishwa kumbolana na kosa ra kutsomanya ra dakitari.
",dhereva wa lori andawajibika ikikala thu uzembewe undazingatiwa ni jury kukala mbii zaidhi kuriko uzembe wa dakitari.,"dhereva wa lori andawajibika khwa madhara gosi arigopata mlalamiki, ingawa dakitari anadima kuajibika khwa kiasi fulani, pia.",D,professional_law
247,"Kitu kisongeracho khwenye mstari kina kasi v( = t cos( - ln (t + 2), ambaho 0 <= t <= 10. Kitu kicho nikugaluza mwelekeo mara nyingahi?",khakuna,mhwenga,mbiri,tahu,C,high_school_mathematics
119,"""Swali riri rinauyira uvoro uthuirizawo.
""Purusa-Sukta""""
Purusa ni ghwana wa masofa, ambao nikukula khwa ngira ya chakurya [kiibada]. Wakathi milungu yamboza kafara ya kumboza Purusa, vidzuho zha chemchemi zhakala siagiye  iriyosafishwa, majira ga dzoho ga kuhaha, vuri ya mbozero.
Yakala ni Purusa, ariyezhalwa haho mwanzo, ambaho manyunyiza khwenye nyasi takatifu here kafara. Yahenda anyama a angani, tsaka na kijiji. Kumbolana na kafara iyo iriyombozerwa kamare, mantras [Rig Veda] na maira [Samaveda] zazhalwa. Kanuni za kafara [Yajurveda] zazhalwa kumbolana nayo. Kumbola mumo farasi mazhalwa na osi mariokala na meno ga kutosa kahiza taya zosi mbiri. Ng'ombe mazhalwa kumbola mumo, pia. Kumbola mumo mazhalwa mbuzi na ng'onzi.
Marihomgazha Purusa mamgazhira ngira nyingahi? Mlomowe wakala noni? Mikonoye yakala noni? Vigazhe zhakala noni, maguluge gatangazwa kukala noni? Kanware rakala Brahman, mikonoye yakala Rajanaya [Ksatriya], vigazhe Vaisya; kumbola khwa maguluge Sudra wazhalwa. Vizho ndizho marizhotengeza arumhwengu. Milungu yamboza kafara hamhwenga na kafara khwa kafara. Zizi zakala ibada za khwanza.
-Maira garigombozwa ni kuhalirwa kumbola khwa Rig Veda, kazi ya kapindi zaidhi ya fasihi iriyobaki, India, 1500-1000 BCE.
Ni kipengele hiyo cha dini ya Kihindu ambacho kifungu kiki kinadima kuhumika kueleza?""
",Sharti hakeye ra wokovu ni imani,Umuhimu wa utsunzi wa mazingira,Umuhimu wa sadaka khwa milungu,"Msisitizo dzulu ya karma, au vitendo sahihi, kufikira ufahamu
",C,high_school_world_history
